FRAUD,FRAUD_SCORE
NO,26.556283430967543
NO,4.268338269792781
NO,2.626047658787692
NO,18.780946378479303
YES,99.11050621033478
NO,2.3165118284859836
NO,9.532058975336614
NO,14.632489784895396
NO,23.088313749666543
NO,1.2874424422860933
NO,4.115082246570112
NO,0.2429275251570145
NO,35.69879868480029
NO,10.16114228457207
NO,13.741807299687938
NO,19.059578509979545
NO,12.743922167527764
NO,18.410932024729114
NO,6.934114815798347
NO,12.85330350451932
NO,20.686637387452013
NO,8.463135553854976
NO,4.401510549135065
NO,5.2099510491181
NO,5.198545750310746
NO,11.381972956437023
NO,28.121282473870764
NO,25.868134663089528
NO,27.991132350784305
NO,18.673134018572743
NO,22.63055914268871
NO,2.584644238387357
NO,1.5223564345542993
NO,34.05677547926615
NO,25.997722193323515
YES,97.36162618140682
NO,28.513345045414415
NO,11.209912265274273
NO,10.53416059929228
NO,19.73515908715546
NO,16.198925543512278
NO,3.4784331777657056
NO,8.441171740440504
NO,13.47076169505735
NO,27.79735453050785
NO,1.3611497431103412
NO,16.852901436519534
NO,2.6677124026343217
NO,0.8677004314634491
NO,6.623478755551428
NO,17.96414504046161
NO,3.950651562006091
NO,1.3622078271540536
NO,4.326902717787018
NO,35.068186679826624
NO,21.735379323188507
NO,15.299471903024005
NO,7.563817678865825
YES,88.51897111910205
NO,0.0110918454515679
NO,25.04842671747065
NO,2.6872171395172604
NO,2.254023738187591
NO,14.53310379156114
NO,28.851230598429872
NO,5.014596403137191
NO,13.808221474362824
NO,31.91380562584543
NO,5.024732589211899
NO,16.335711752576632
NO,23.869605876054777
NO,10.6674719696273
NO,18.820925231059867
NO,6.750234880596012
NO,10.207707010426784
NO,6.126634792181775
NO,17.747424953247815
NO,19.101056001260822
NO,19.63163988698056
NO,6.977237191790651
NO,10.968058669933916
NO,2.026341810207119
NO,4.539153894520804
NO,10.118216744638335
NO,4.762193347614987
NO,9.625627191357326
NO,0.8114684487689063
NO,8.921425459595515
NO,18.20879439672727
NO,32.22654205427716
NO,8.699730920293304
NO,2.931902090522822
NO,10.129824224698492
NO,4.781296835373114
NO,17.23347200886389
NO,16.14248982687456
NO,19.619936278376755
YES,92.5748147455148
NO,13.957950950284625
NO,1.3157495919106372
NO,19.341999780736852
NO,0.7594935700029869
NO,2.7534448655038024
NO,17.06134331428863
NO,2.940907125400879
NO,5.1891562924276355
NO,25.263540607247688
NO,2.3319408882575616
NO,21.73894505133637
NO,20.85717429624944
YES,89.1193760464891
NO,14.848629505791012
NO,11.707506955064185
NO,26.216130733083883
NO,6.757988202254309
NO,1.25695305667394
NO,0.179510323024149
NO,22.53113738538313
NO,4.803616670634715
NO,6.541183148666558
NO,16.20022496503141
NO,13.16661359249524
YES,90.46772191308168
NO,29.81866463158589
NO,18.814864033585867
NO,0.0821274230437929
NO,1.539514596811893
NO,13.02265857083992
NO,1.1151517302340472
NO,4.907808496604505
NO,11.077110377161466
NO,6.469595547186637
NO,8.020591668594662
NO,26.37847401138661
NO,4.158582258419641
NO,29.7654314249386
NO,12.670334262937622
NO,23.079449793499315
NO,2.926052780930664
NO,99.33975699063788
NO,3.590450303055033
NO,11.580652719243368
NO,3.8563049709677006
NO,5.522699530463768
NO,11.319136969075654
NO,8.220797360750053
NO,9.75289940464964
NO,22.652403006790728
NO,21.308149124319172
NO,36.38297569346744
NO,33.148946700872735
NO,3.482576777901549
NO,37.909032891564785
NO,13.40431553811572
NO,13.190802279739524
NO,13.115219969453824
NO,12.566236605628076
NO,85.5264838875108
NO,15.100619321903377
NO,12.86902638066132
NO,15.225472435646685
NO,22.38854704044798
NO,10.5528744940852
NO,15.523179451963568
NO,16.528336071984604
NO,5.207634623640844
NO,10.520237529577413
NO,17.12740521127739
NO,3.910512967387252
NO,22.68621249332613
NO,25.551997078316457
NO,9.89067568619387
NO,30.83363812095447
NO,3.017329085200081
NO,9.37374893149097
NO,24.2731217544433
NO,5.4909373497025165
NO,24.918270023293925
NO,26.311901273217167
NO,30.804379170936173
NO,15.320222934009976
NO,12.953158356604856
NO,11.438884736802866
NO,5.272678877147086
NO,5.130582720990794
NO,21.863792314204453
NO,15.73172415326111
NO,0.450493876494332
NO,13.137138044578908
NO,6.236031377777302
NO,25.72176300407452
NO,22.573468968658375
NO,14.90685516636404
NO,10.644598004570788
NO,13.772643973475503
NO,6.823545660260634
NO,0.7431820641980502
NO,18.928719482760783
NO,3.932961110167895
NO,18.662524309513145
NO,10.993017392100422
NO,17.692449575842485
YES,91.86082500172792
NO,3.9409979201447594
NO,9.326430964640808
NO,6.165867448490365
NO,26.733944761381693
NO,0.1311705429904386
NO,9.586645074861076
NO,16.837352872412655
NO,0.9620756022450664
NO,18.816965739054673
NO,4.773403208180488
NO,3.892387230137012
NO,21.527679424123857
NO,1.6046388633622908
YES,91.18948472942112
NO,17.79684381664019
NO,12.51628197450027
NO,5.375653792489295
NO,16.376766343325595
NO,29.84441569573052
NO,0.7530349836286847
NO,5.76403938535269
NO,14.928039298819137
NO,14.215124138279249
NO,5.383887219152291
NO,4.100863531525254
NO,0.36461848825491
NO,2.7615833518559314
NO,13.616078900033056
NO,27.951386513496068
NO,11.02711971645508
NO,1.971256801622279
NO,0.8439933673903282
NO,11.850486617277854
NO,22.54331492660853
NO,27.568773761046053
NO,10.512077747594418
NO,12.759683555768625
NO,6.200620731239961
NO,20.992247190873023
NO,6.93141839159536
NO,4.891644491468117
NO,3.9166967429572535
NO,21.238978004181103
NO,13.371566670617444
NO,24.55875764318788
NO,34.855079014908256
NO,30.067742781889027
NO,23.36479742723848
NO,1.1380238579795234
NO,17.523366557794184
NO,17.081118077855287
NO,17.889724887876135
NO,5.8118035386108815
NO,1.0504377422510875
NO,9.777579574807692
NO,32.5131970325816
NO,25.162890156406178
NO,33.63336409568496
NO,20.09691595269336
NO,27.844566547700413
NO,6.794222957293112
NO,24.675428129361094
NO,30.21824642163481
NO,11.060366186095516
NO,21.2476559878414
NO,0.8360542280579625
NO,4.891954124395246
NO,0.1159421507987818
NO,4.186062629265532
NO,2.1729575763128564
NO,0.4339742211051485
NO,1.229905127214965
NO,2.878638045418303
NO,12.56737250923287
NO,14.515883913230208
NO,32.80705006473477
NO,12.389627912509424
NO,28.98725091025458
NO,19.36090818331757
NO,13.613566597518751
NO,17.565277635460323
NO,14.738727632439693
NO,4.421432020834045
NO,3.3977202424543336
NO,8.927096838302012
NO,1.3820943987977323
NO,5.176433709599786
NO,21.862226649516245
NO,2.203720525893116
NO,7.132165168881375
NO,13.253001761585317
NO,10.79098849993791
NO,15.7625101068451
NO,16.841063186612647
NO,5.555177649080052
NO,18.783038982159173
NO,10.088494725574591
NO,28.32526371746951
NO,8.641801000029126
NO,9.411494184460716
NO,17.414916759515748
NO,29.980959479369133
NO,6.72294846917222
YES,89.21168881909071
NO,15.012030117449942
NO,15.719439570920162
NO,27.500822669400435
NO,11.61404918939202
NO,8.293753178368807
NO,10.981661724605974
NO,2.71956931028263
NO,20.07385503802429
NO,25.599050661786254
NO,12.034430155408431
NO,2.95897643247181
NO,16.37768538487188
NO,18.613264325141156
NO,3.112664934421488
NO,15.461066824570796
NO,0.5333261762179443
NO,5.520552207931314
NO,33.05990310123644
NO,1.8591630192605584
NO,12.521896889844726
NO,27.302774871405266
NO,24.711937275281176
NO,38.023602750150815
NO,14.934378688287293
NO,16.81362789654903
NO,90.44574725151978
NO,12.346659456497582
NO,3.323002380207116
NO,10.45964692682121
NO,13.247779120806769
NO,6.773686898822935
NO,36.5164026272828
NO,22.56856893784657
NO,11.070175179034294
NO,16.590870294217787
NO,7.567370759642359
NO,9.956003003643536
NO,2.926921137116768
NO,15.281668926437458
NO,5.508525378500726
NO,20.5267439883135
NO,13.39688284044766
NO,4.701176115005684
NO,21.437281794661637
NO,24.42267303353036
NO,20.970142375509894
NO,7.07760663138056
NO,2.0161583047754914
NO,3.2912820634169644
NO,7.410797175865071
NO,9.551385958322395
NO,9.741734707403126
NO,8.216412915284085
NO,7.785714371696645
NO,7.616942387021172
NO,5.015675164422979
NO,8.606124919504994
NO,14.952658706476424
NO,4.963124719625874
NO,85.23192880381964
NO,17.296469023837016
NO,17.161705414327894
NO,20.76977183231805
NO,15.632783481473222
NO,10.270787002417396
NO,17.889625694196248
NO,18.673258367567833
NO,31.062241941869203
NO,10.154907746318912
NO,5.005922186533512
NO,14.97192485234214
NO,25.22498813843552
NO,12.62872205770555
NO,4.118283234260156
NO,14.059286809173212
NO,24.216594387972155
NO,7.580407521363719
NO,4.3457828944231185
NO,26.19679980673723
YES,70.4459162362464
NO,18.236816204887855
NO,33.66247325393555
NO,12.976450159748143
NO,3.5318502771372007
NO,31.511988038048575
NO,24.410208947506685
NO,0.4694905900395086
NO,12.046024741203972
NO,0.0365857349118973
NO,14.178509660379836
NO,1.5800965164098764
NO,0.3150910445184944
NO,11.11422556236468
NO,23.51789437677709
NO,11.084657559795485
NO,21.9551833492133
NO,27.506340986117813
NO,32.59288661780444
NO,7.004757853765362
NO,4.085235468224038
YES,83.48371231478397
NO,6.1637447964549885
NO,35.80436728204576
NO,1.5650267862966514
NO,3.234438318084144
NO,23.90614912219872
NO,15.121414400500688
NO,9.181417795315207
NO,16.680863705380467
NO,19.658087944082755
NO,7.437414148927513
NO,17.809170907514115
NO,8.901184103553442
NO,96.99600605833382
NO,33.65773655099521
NO,3.544719707066168
NO,10.93036378708602
NO,16.737522557932948
NO,5.261122706249957
NO,19.97554467456216
NO,9.776951308013407
NO,26.78191895043996
NO,5.863606322365824
NO,15.859769862743583
NO,6.742335796689347
NO,16.932823225343054
NO,3.4984408209149667
NO,17.60825087937394
NO,20.07616855439476
NO,15.628495036498194
NO,12.38022556841312
NO,24.29683544728875
NO,8.630191934160091
NO,20.553970310621253
NO,8.939370607006259
NO,10.65938543552292
NO,8.000134487954071
NO,16.03929250734976
NO,14.535921013949674
NO,0.4685620139331795
NO,13.545623446754398
NO,3.5068029252381616
NO,32.08361843961369
NO,6.2511688870528825
NO,14.857062608594704
NO,24.394041684542035
YES,98.43236326987868
NO,4.864461399886689
NO,0.3339547362445269
NO,14.085084450263256
NO,4.504344821429386
NO,22.001421283371375
NO,18.5589098464432
NO,10.436866974621172
NO,1.9239555341350232
NO,12.702558628267395
NO,7.790338009440188
NO,31.019254873285277
NO,2.6973806963269253
NO,22.323256396087345
NO,16.790345066565315
NO,6.626804960110777
NO,18.56982989963288
NO,8.46452249016085
NO,4.611510068182739
NO,22.957696738082905
NO,6.152163188653814
NO,21.05453301347017
NO,27.157741999396265
NO,7.547335714599356
NO,2.203230963616857
NO,1.834614457463835
NO,14.568045182060764
NO,10.881359059578449
NO,1.98324360196008
NO,25.64465306879058
NO,21.48255212210024
NO,18.551609476897855
NO,14.971939002975052
NO,17.906957197361706
NO,25.448250723155404
NO,35.68313079030956
NO,26.49038810367021
NO,6.9330688645049285
NO,8.55662943243065
NO,8.394252682227014
NO,30.85160688543944
NO,18.169942000099187
NO,19.445306536717325
NO,25.713771354589255
NO,93.54403532184388
NO,0.438322833593991
NO,11.119059979228032
NO,12.162609853498337
NO,1.986532275967444
NO,20.75444301585356
NO,24.32226643015044
NO,29.083382049624813
NO,15.557638696257586
NO,93.74092659468124
NO,36.173968848887
NO,13.371492988092054
NO,0.8362429917725185
NO,17.762671444427664
NO,20.854674393589292
NO,16.26333434251238
NO,11.645739786703658
NO,6.092089316124881
NO,17.58233561519991
NO,17.319347438710324
NO,4.976972067550678
NO,11.701253063265668
NO,9.797406273149724
NO,13.775908872052211
NO,5.316888550038451
NO,13.968605539767143
NO,0.0931764424659368
NO,20.34358283077857
NO,15.795028255446445
NO,80.02594422075782
YES,85.35775554150551
NO,19.22840761107729
NO,20.789875278677897
NO,19.89086459671221
NO,10.817941350021796
NO,6.923776597814122
NO,9.09870120658888
NO,2.8738377504523056
NO,18.798533808249168
YES,92.14432887407432
NO,9.308341953594384
NO,22.955447346099852
NO,12.345565872123366
NO,17.41763343034988
NO,23.14868911283973
NO,18.157641068941892
NO,3.50261082766725
NO,9.811575219325126
NO,12.630492331581296
NO,12.00428861911903
NO,16.756302630971383
NO,24.970519825432728
NO,21.63460728107611
NO,15.387499783318525
NO,18.56560739925382
NO,8.494212039372474
NO,8.518451743597023
NO,12.46244896618081
NO,14.71915254472437
NO,6.6227882427992
NO,5.506038758072856
NO,19.305961128448786
NO,31.540397307034045
NO,39.42042941029029
NO,4.594442011358464
NO,99.8805215862006
NO,8.217412392302291
NO,3.2955161784639775
NO,26.580322726369424
NO,1.7952626372952951
NO,8.284687360333136
NO,6.757116250416432
NO,4.135283950851806
NO,1.0976230264699778
NO,10.440845523314708
NO,16.611020289735063
NO,20.644638991310277
NO,2.7666472346232673
NO,28.930963735045022
NO,6.313257664116766
NO,32.55186652333093
NO,3.3363959581923197
NO,5.500918594852896
NO,6.309694265568506
NO,7.208645765776993
NO,17.331019692983162
NO,24.121136717781276
NO,18.354668013144856
NO,4.386569366941276
NO,11.763332168335374
NO,10.12346527762868
NO,20.289386891628048
YES,99.4007155891626
NO,7.438237866618954
NO,3.0807590448837976
NO,16.084258715374663
NO,1.8416924746657048
YES,96.50609199920363
NO,4.421194837187489
NO,4.4092425904082635
NO,11.234737242223634
NO,7.245175986908209
NO,16.15254006489087
NO,1.434406687002404
NO,5.23434674280741
NO,1.283283084976744
NO,39.11369148252686
NO,31.147774714414783
NO,5.468603661521815
NO,30.287796334552823
NO,17.8987406408347
NO,15.497177617130555
NO,8.085688083816642
NO,20.847573974517005
NO,6.181536917757341
NO,16.115595399406757
NO,24.46711894860166
NO,4.955504259256927
NO,6.201961747460729
NO,11.837322776095997
NO,9.41517260418246
NO,1.4669328086902746
NO,0.3615939951460767
NO,8.82203653408007
NO,9.225672123255732
NO,25.749485180804367
NO,8.289253225784012
NO,27.14580569382199
NO,12.01472768625
NO,20.48512860453082
NO,10.219949186316123
NO,13.12105999523145
NO,30.706259810482138
NO,27.90951001414609
NO,24.37588458171351
NO,4.952047924382481
NO,11.83258248050951
NO,10.25255424247357
NO,4.521436837112802
NO,12.872263210428738
NO,38.10879003583116
NO,27.50109074638949
NO,16.246695418911724
NO,99.57399629000838
NO,14.692902026440146
YES,97.35088886622826
NO,17.202652365942402
NO,19.979876397267645
NO,19.966178485154337
NO,5.168795823904221
NO,1.5169046830050492
NO,3.9816667295762
NO,3.606009308760872
NO,17.79816788284056
YES,91.35306377786348
NO,24.28996728216918
NO,3.746020705588746
NO,7.055207389824989
NO,13.951141680121822
NO,13.96046019757962
NO,11.698767313122412
NO,34.650027195550045
NO,26.699173415236025
NO,16.709394696495885
NO,8.613481753265335
NO,16.553293777238896
NO,31.303892698632147
YES,73.59106917494378
NO,24.693465166040063
NO,17.01476837865355
NO,13.722854003083375
NO,15.978928023556795
NO,11.61332418388896
NO,8.688834305647122
NO,1.714667235883881
NO,10.144262859671464
NO,6.070972705673006
NO,21.65093565205992
NO,20.28009452705847
NO,14.56791760869242
YES,81.59871630947414
NO,29.735614286183505
NO,6.584454614898805
NO,13.063338166972397
NO,12.79552235025348
NO,19.69008385235866
NO,12.788510388123836
NO,19.294033130037008
NO,7.797636125231824
NO,9.904399229129124
NO,17.464417865653576
NO,26.05096765168327
NO,9.661709807578417
NO,1.6465759782955456
NO,3.8902920192964103
NO,12.738956276654662
NO,17.533956810538097
NO,22.27912667978291
YES,79.3112897729504
NO,5.583079206371682
NO,13.881799242651748
NO,13.98216024530015
NO,19.562392272592884
NO,15.775832617573776
NO,29.512121153830503
NO,14.492099770038417
NO,17.973138639312484
NO,6.186547933047044
NO,14.43419502205593
YES,72.25976542211929
NO,1.1225570963292264
NO,10.70346108383578
NO,19.156879377499855
NO,4.914367251014556
NO,2.763821477933826
YES,96.17471669084708
NO,8.49905765616506
NO,11.714131680023415
NO,11.494254357676487
NO,17.627261322238066
NO,2.9318948045325035
NO,27.910422363487193
NO,8.15307508823101
NO,17.263499730275306
NO,6.750274944912951
NO,14.51092139561488
NO,4.698841818824633
NO,17.166257514210088
NO,3.97795018554744
NO,18.350856030797885
NO,14.169907173911698
NO,8.456795312738324
NO,29.116852823195
NO,15.979540278449516
NO,3.764656537007318
NO,0.5224638165447022
NO,5.588460994970489
NO,14.521369725094502
YES,97.5677171149954
NO,9.999873729599305
YES,95.84656298361377
NO,4.29264570888669
NO,3.2155810108356917
NO,5.070127760130397
NO,5.693381192721107
NO,10.301191515367403
NO,13.035711099923695
NO,18.40893791643197
NO,4.698225225940385
NO,8.931000842945062
NO,6.942531296193191
NO,18.982066874409295
NO,3.2212793502342785
NO,0.4180829949374371
NO,96.88656615996877
NO,7.852328388510527
NO,6.116185145402403
NO,9.30811032744193
NO,2.579294898691459
NO,4.83807102980026
NO,13.55426806946426
NO,1.3810511758958934
NO,4.818504215466138
NO,22.150757902166927
NO,7.239026275003264
NO,2.2814999948551105
NO,16.762744642321397
NO,4.687152496638454
NO,0.6550970597377641
NO,12.301405435224307
NO,3.1329554928283287
NO,12.144228846932512
NO,14.704980519491516
NO,1.3350166349190884
NO,15.518545136378588
NO,0.8577768423226702
NO,4.379981944361388
NO,5.5816359447936525
NO,13.421684289078462
NO,31.91277202837577
NO,12.457677880755265
NO,7.50991433164856
NO,14.87484077366076
NO,22.26790726240139
NO,0.3037886532831428
NO,18.29370431848939
NO,12.123153781623234
NO,34.55616428114647
NO,37.40123629336089
NO,4.396030132048986
NO,13.768723071870992
NO,0.5756240220644566
NO,0.637724094696906
NO,10.659343582142238
YES,99.86920025618218
NO,4.7668458490929595
NO,3.717030257090323
YES,93.88602486059546
NO,5.964537200556206
NO,35.72135387388195
NO,21.237197154130563
NO,3.699193050231773
NO,10.151320808344815
NO,17.370886199285977
NO,4.671108607024676
NO,0.7636616088751197
NO,11.973076148332453
NO,15.354912696051104
NO,18.886571736307097
NO,4.830654239192434
NO,33.215596030572364
NO,2.617780648391466
NO,5.0429626133751535
NO,19.403664211216075
NO,17.770423021148012
NO,38.032023291153585
NO,0.8197252974119096
NO,0.5550536584345618
NO,23.78392344343856
NO,24.963477952958915
YES,91.0142258077554
NO,7.489031256824483
NO,12.70912742465804
NO,21.308063230981546
NO,4.154501698217177
NO,2.2472975543050797
NO,11.057686472904924
NO,20.90906426831952
NO,4.959290787642602
NO,15.683560612210838
NO,1.2570620461438375
NO,2.6787776082122328
NO,18.857097132381305
NO,0.6206723014117033
YES,95.79376785426076
NO,21.766529599480975
NO,32.18561018270754
NO,18.18175793453782
NO,30.45258852675953
NO,23.972247156612212
NO,6.035000661958678
NO,12.432043647215815
NO,7.56135294035138
YES,84.14090304571755
NO,32.86651323416902
YES,93.33866681272065
NO,3.889624698399763
NO,27.72298769721134
YES,89.37378778822215
NO,19.72892343624022
NO,17.14240108524385
NO,20.503575427105297
NO,18.798708112854683
NO,0.2345101853321423
NO,9.404222368121042
NO,0.202201394722226
NO,31.459177202721456
NO,26.907821290121635
NO,15.448174313732045
NO,23.032604229268685
NO,11.524527053285205
NO,36.031447767631825
NO,6.8616604901232945
NO,1.9990365665301124
NO,0.6278194437813021
NO,20.710663712145696
NO,12.98644108938278
NO,23.60965112081999
NO,16.02196627056161
NO,22.80369066363901
NO,24.800505417898098
NO,17.04780490976655
NO,8.716884666712668
NO,17.50770257267345
NO,7.456277294781869
NO,5.666445689966824
NO,11.472764368840153
NO,10.982916291251795
NO,7.664169759077721
NO,23.0044312001355
NO,12.890763528430243
NO,11.30449910622981
NO,5.08291168409544
NO,26.411880928991987
NO,21.4595966572301
NO,11.294770808832004
NO,34.84728204004827
NO,16.5473225227491
NO,34.8202432066407
NO,1.9960177296840211
NO,80.97133423415235
NO,8.042432321445624
NO,15.065923800037918
NO,35.572654257121606
NO,18.092556244558665
NO,30.519349895584902
NO,7.1773548211391205
NO,2.498509910689771
NO,15.08514266376782
NO,23.56735487173641
NO,13.761448958066246
NO,2.6421523985056727
NO,6.304185634930541
NO,12.088781487878766
NO,2.0164387956210397
NO,25.483549278195134
YES,79.20801372870379
NO,1.991050322896888
NO,26.960880986599808
NO,27.834120580174563
NO,9.097054067602029
NO,21.36320860923778
NO,33.92096098120017
NO,2.3407796804485925
NO,20.93891003486504
NO,3.1469806116592007
NO,12.81214451884196
YES,84.76071374532088
NO,8.501895671077808
NO,0.95836875412575
NO,20.204022962534523
YES,94.82337562783022
NO,22.028505394951175
